state,segment,profile,lon,lat,x,z,x_err,z_err,beach_width,slope,feature_type
1,48,167,999,999,999,999,999,999,999,999,DT
1,48,167,-93.9915,29.6815,-149.7285,0.37,0.0009,999,999,999,SL
1,48,168,-93.9914,29.6826,-269.0181,2.0164,999,0.1528,999,999,DC
1,48,168,999,999,999,999,999,999,999,999,DT
1,48,168,-93.9914,29.6815,-150.6246,0.37,0.0312,999,999,999,SL
1,48,169,-93.9913,29.6826,-271.5181,2.0814,999,0.1268,999,999,DC
1,48,169,999,999,999,999,999,999,999,999,DT
1,48,169,-93.9913,29.6815,-151.3974,0.37,0.0002,999,999,999,SL
1,48,170,-93.9912,29.6827,-274.0181,2.1456,999,0.0964,999,999,DC
1,48,170,-93.9912,29.6821,-210.2681,1.5076,999,0.0857,999,999,DT
1,48,170,-93.9912,29.6816,-152.7147,0.37,0.0107,999,57.5535,0.0198,SL
1,48,171,-93.9911,29.6827,-274.0181,2.202,999,0.0958,999,999,DC
1,48,171,-93.9911,29.6821,-210.2681,1.4559,999,0.102,999,999,DT
1,48,171,-93.9911,29.6816,-154.4269,0.37,0.0165,999,55.8413,0.0194,SL
1,48,172,-93.991,29.6825,-254.0181,2.2527,999,0.0679,999,999,DC
1,48,172,-93.991,29.6821,-212.7681,1.4546,999,0.0889,999,999,DT
1,48,172,-93.991,29.6816,-155.9206,0.37,0.0413,999,56.8475,0.0191,SL
1,48,173,-93.9909,29.6825,-254.0181,2.2024,999,0.1171,999,999,DC
1,48,173,-93.9909,29.6821,-212.7681,1.4663,999,0.0547,999,999,DT
1,48,173,-93.9909,29.6816,-157.6151,0.37,0.0429,999,55.153,0.0199,SL
1,48,174,-93.9908,29.6825,-254.0181,2.1101,999,0.0768,999,999,DC
1,48,174,-93.9908,29.6821,-215.2681,1.4442,999,0.0556,999,999,DT
1,48,174,-93.9908,29.6816,-159.2512,0.37,0.0432,999,56.0169,0.0192,SL
1,48,175,-93.9907,29.6825,-259.0181,2.1139,999,0.0984,999,999,DC
1,48,175,-93.9907,29.6821,-217.7681,1.4352,999,0.047,999,999,DT
1,48,175,-93.9907,29.6816,-160.3781,0.37,0.0573,999,57.39,0.0186,SL
1,48,176,-93.9906,29.6825,-259.0181,2.1874,999,0.0874,999,999,DC
1,48,176,-93.9906,29.6821,-217.7681,1.4325,999,0.0618,999,999,DT
1,48,176,-93.9906,29.6816,-161.1983,0.37,0.0381,999,56.5699,0.0188,SL
1,48,177,-93.9905,29.6825,-259.0181,2.242,999,0.0734,999,999,DC
1,48,177,-93.9905,29.6821,-217.7681,1.4457,999,0.0862,999,999,DT
1,48,177,-93.9905,29.6816,-161.9514,0.37,0.0533,999,55.8168,0.0193,SL
1,48,178,-93.9904,29.6825,-259.0181,2.2045,999,0.0899,999,999,DC
1,48,178,-93.9904,29.6821,-217.7681,1.4781,999,0.1348,999,999,DT
1,48,178,-93.9904,29.6816,-162.8775,0.37,0.0642,999,54.8906,0.0202,SL
1,48,179,-93.9903,29.6825,-259.0181,2.1161,999,0.0838,999,999,DC
1,48,179,-93.9903,29.6821,-217.7681,1.4723,999,0.1037,999,999,DT
1,48,179,-93.9903,29.6817,-164.123,0.37,0.1132,999,53.6452,0.0205,SL
1,48,180,-93.9902,29.6819,-196.5181,2.026,999,0.0762,999,999,DC
1,48,180,-93.9902,29.6818,-180.2681,1.108,999,0.1136,999,999,DT
1,48,180,-93.9902,29.6817,-165.6078,0.37,0.0973,999,14.6604,0.0503,SL
1,48,181,-93.9901,29.6819,-196.5181,2.0283,999,0.073,999,999,DC
1,48,181,-93.9901,29.6818,-182.7681,1.1755,999,0.1165,999,999,DT
1,48,181,-93.9901,29.6817,-167.4584,0.37,0.0681,999,15.3097,0.0526,SL
1,48,182,-93.99,29.682,-199.0181,2.0558,999,0.0411,999,999,DC
1,48,182,-93.99,29.6818,-185.2681,1.3062,999,0.0715,999,999,DT
1,48,182,-93.99,29.6817,-169.2293,0.37,0.0768,999,16.0389,0.0584,SL
1,48,183,-93.9899,29.682,-199.0181,2.0179,999,0.0693,999,999,DC
1,48,183,-93.9899,29.6818,-185.2681,1.2261,999,0.0965,999,999,DT
1,48,183,-93.9899,29.6817,-170.5443,0.37,0.0416,999,14.7238,0.0581,SL
1,48,184,-93.9898,29.6822,-224.0181,2.2839,999,0.3509,999,999,DC
1,48,184,-93.9898,29.6819,-187.7681,1.2983,999,0.1877,999,999,DT
1,48,184,-93.9898,29.6817,-171.8723,0.37,0.0294,999,15.8958,0.0584,SL
1,48,185,-93.9897,29.6822,-226.5181,2.4449,999,0.3234,999,999,DC
1,48,185,-93.9897,29.6818,-186.5181,1.0527,999,0.1259,999,999,DT
1,48,185,-93.9897,29.6817,-173.0868,0.37,0.0203,999,13.4313,0.0508,SL
1,48,186,-93.9896,29.6822,-226.5181,2.2937,999,0.4848,999,999,DC
1,48,186,999,999,999,999,999,999,999,999,DT
1,48,186,-93.9896,29.6817,-173.8629,0.37,0.0409,999,999,999,SL
1,48,187,-93.9895,29.682,-199.0181,2.1307,999,0.0828,999,999,DC
1,48,187,-93.9895,29.6819,-190.2681,1.3044,999,0.112,999,999,DT
1,48,187,-93.9895,29.6817,-174.1795,0.37,0.0602,999,16.0887,0.0581,SL
1,48,188,-93.9894,29.682,-201.5181,2.1522,999,0.0837,999,999,DC
1,48,188,-93.9894,29.6819,-190.2681,1.2724,999,0.0898,999,999,DT
1,48,188,-93.9894,29.6817,-174.4528,0.37,0.0645,999,15.8154,0.0571,SL
1,48,189,-93.9893,29.682,-201.5181,2.1481,999,0.0848,999,999,DC
1,48,189,-93.9893,29.6819,-190.2681,1.2645,999,0.0984,999,999,DT
1,48,189,-93.9893,29.6817,-175.0935,0.37,0.0609,999,15.1746,0.0589,SL
1,48,190,-93.9892,29.682,-201.5181,2.1158,999,0.0736,999,999,DC
1,48,190,-93.9892,29.6819,-190.2681,1.2412,999,0.1002,999,999,DT
1,48,190,-93.9892,29.6818,-176.4295,0.37,0.1018,999,13.8386,0.063,SL
1,48,191,-93.9891,29.682,-201.5181,2.1305,999,0.106,999,999,DC
1,48,191,-93.9891,29.6819,-192.7681,1.4335,999,0.1276,999,999,DT
1,48,191,-93.9891,29.6818,-177.9431,0.37,0.0891,999,14.8251,0.0717,SL
1,48,192,-93.989,29.682,-201.5181,2.1458,999,0.1187,999,999,DC
1,48,192,-93.989,29.6819,-192.7681,1.2959,999,0.1293,999,999,DT
1,48,192,-93.989,29.6818,-179.4079,0.37,0.0928,999,13.3603,0.0693,SL
1,48,193,-93.9889,29.682,-204.0181,2.1804,999,0.123,999,999,DC
1,48,193,-93.9889,29.6819,-195.2681,1.4234,999,0.1432,999,999,DT
1,48,193,-93.9889,29.6818,-180.0262,0.37,0.0677,999,15.242,0.0691,SL
1,48,194,-93.9888,29.682,-204.0181,2.1666,999,0.1094,999,999,DC
1,48,194,-93.9888,29.6819,-195.2681,1.2323,999,0.1423,999,999,DT
1,48,194,-93.9888,29.6818,-180.7907,0.37,0.0912,999,14.4775,0.0596,SL
1,48,195,-93.9886,29.682,-206.5181,2.1478,999,0.0773,999,999,DC
1,48,195,-93.9886,29.6819,-197.7681,1.3616,999,0.1066,999,999,DT
1,48,195,-93.9887,29.6818,-181.9896,0.37,0.06,999,15.7785,0.0628,SL
1,48,196,-93.9885,29.682,-206.5181,2.1893,999,0.1059,999,999,DC
1,48,196,-93.9885,29.6819,-197.7681,1.2316,999,0.1504,999,999,DT
1,48,196,-93.9885,29.6818,-183.202,0.37,0.0817,999,14.5662,0.0592,SL
1,48,197,-93.9884,29.682,-206.5181,2.2114,999,0.1662,999,999,DC
1,48,197,-93.9884,29.682,-200.2681,1.4405,999,0.1986,999,999,DT
1,48,197,-93.9884,29.6818,-184.2772,0.37,0.0679,999,15.9909,0.0669,SL
1,48,198,-93.9883,29.682,-209.0181,2.1721,999,0.1133,999,999,DC
1,48,198,-93.9883,29.682,-200.2681,1.3078,999,0.1504,999,999,DT
1,48,198,-93.9883,29.6818,-185.0186,0.37,0.0606,999,15.2495,0.0615,SL
1,48,199,-93.9882,29.682,-209.0181,2.1241,999,0.0944,999,999,DC
1,48,199,-93.9882,29.682,-200.2681,1.1738,999,0.118,999,999,DT
1,48,199,-93.9882,29.6818,-185.1105,0.37,0.0135,999,15.1576,0.053,SL
1,48,200,-93.9881,29.6821,-211.5181,2.0717,999,0.0602,999,999,DC
1,48,200,-93.9881,29.682,-200.2681,1.06,999,0.0883,999,999,DT
1,48,200,-93.9881,29.6818,-183.8277,0.37,0.0394,999,16.4405,0.042,SL
1,48,201,-93.988,29.6821,-214.0181,2.0509,999,0.0307,999,999,DC
1,48,201,-93.988,29.682,-202.7681,1.2993,999,0.0509,999,999,DT
1,48,201,-93.988,29.6818,-182.3817,0.37,0.0126,999,20.3865,0.0456,SL
1,48,202,-93.9879,29.6821,-216.5181,2.0609,999,0.0313,999,999,DC
1,48,202,-93.9879,29.682,-202.7681,1.2244,999,0.0383,999,999,DT
1,48,202,-93.9879,29.6818,-181.2845,0.37,0.061,999,21.4836,0.0398,SL
1,48,203,-93.9878,29.6821,-216.5181,2.0949,999,0.0534,999,999,DC
1,48,203,-93.9878,29.682,-205.2681,1.3633,999,0.0686,999,999,DT
1,48,203,-93.9878,29.6818,-181.0065,0.37,0.0977,999,24.2616,0.0409,SL
1,48,204,-93.9877,29.6821,-216.5181,2.1276,999,0.0799,999,999,DC
1,48,204,-93.9877,29.682,-205.2681,1.2422,999,0.1353,999,999,DT
1,48,204,-93.9877,29.6818,-181.2027,0.37,0.0964,999,24.0655,0.0362,SL
1,48,205,-93.9876,29.6821,-216.5181,2.0857,999,0.1156,999,999,DC
1,48,205,-93.9876,29.682,-207.7681,1.3806,999,0.1396,999,999,DT
1,48,205,-93.9876,29.6818,-181.2189,0.37,0.0726,999,26.5492,0.0381,SL
1,48,206,-93.9875,29.6821,-219.0181,2.0419,999,0.068,999,999,DC
1,48,206,-93.9875,29.682,-207.7681,1.2692,999,0.0997,999,999,DT
1,48,206,-93.9875,29.6818,-180.9784,0.37,0.0829,999,26.7898,0.0336,SL
1,48,207,-93.9874,29.6821,-219.0181,2.0016,999,0.0803,999,999,DC
1,48,207,-93.9874,29.682,-207.7681,1.1695,999,0.09,999,999,DT
1,48,207,-93.9874,29.6818,-181.6481,0.37,0.0865,999,26.1201,0.0306,SL
1,48,208,-93.9873,29.6821,-221.5181,2.0522,999,0.0886,999,999,DC
1,48,208,-93.9873,29.682,-210.2681,1.3159,999,0.0979,999,999,DT
1,48,208,-93.9873,29.6818,-182.3986,0.37,0.0575,999,27.8696,0.0339,SL
1,48,209,-93.9872,29.6822,-224.0181,2.0669,999,0.0537,999,999,DC
1,48,209,-93.9872,29.682,-210.2681,1.2326,999,0.0673,999,999,DT
1,48,209,-93.9872,29.6818,-182.6253,0.37,0.1789,999,27.6428,0.0312,SL
1,48,210,-93.9871,29.6822,-224.0181,2.0669,999,0.044,999,999,DC
1,48,210,-93.9871,29.6821,-212.7681,1.39,999,0.0624,999,999,DT
1,48,210,-93.9871,29.6818,-182.8925,0.37,0.1654,999,29.8757,0.0341,SL
1,48,211,-93.987,29.6822,-224.0181,2.0786,999,0.0453,999,999,DC
1,48,211,-93.987,29.6821,-212.7681,1.3158,999,0.0633,999,999,DT
1,48,211,-93.987,29.6818,-183.0649,0.37,0.1354,999,29.7033,0.0318,SL
1,48,212,-93.9869,29.6822,-224.0181,2.0995,999,0.0685,999,999,DC
1,48,212,-93.9869,29.6821,-212.7681,1.2556,999,0.0864,999,999,DT
1,48,212,-93.9869,29.6818,-183.0764,0.37,0.1225,999,29.6917,0.0298,SL
1,48,213,-93.9868,29.6822,-224.0181,2.0892,999,0.0789,999,999,DC
1,48,213,-93.9868,29.6821,-212.7681,1.2016,999,0.1267,999,999,DT
1,48,213,-93.9868,29.6818,-183.2795,0.37,0.1091,999,29.4886,0.0282,SL
1,48,214,-93.9867,29.6822,-224.0181,2.0892,999,0.0663,999,999,DC
1,48,214,-93.9867,29.6821,-212.7681,1.1553,999,0.1529,999,999,DT
1,48,214,-93.9867,29.6818,-183.9571,0.37,0.0595,999,28.811,0.0273,SL
1,48,215,999,999,999,999,999,999,999,999,DC
1,48,215,999,999,999,999,999,999,999,999,DT
1,48,215,-93.9866,29.6818,-185.1212,0.37,0.1066,999,999,999,SL
1,48,216,999,999,999,999,999,999,999,999,DC
1,48,216,999,999,999,999,999,999,999,999,DT
1,48,216,-93.9865,29.6818,-186.2674,0.37,0.0473,999,999,999,SL
1,48,217,-93.9864,29.6827,-286.5181,4.2107,999,0.2326,999,999,DC
1,48,217,-93.9864,29.6826,-272.7681,1.9915,999,0.6601,999,999,DT
1,48,217,-93.9864,29.6818,-187.1815,0.37,0.015,999,85.5867,0.0189,SL
1,48,218,-93.9863,29.6827,-284.0181,4.3232,999,0.1055,999,999,DC
1,48,218,-93.9863,29.6826,-272.7681,2.0761,999,0.3183,999,999,DT
1,48,218,-93.9863,29.6818,-187.8229,0.37,0.2001,999,84.9452,0.0201,SL
1,48,219,-93.9862,29.6827,-284.0181,4.4228,999,0.1611,999,999,DC
1,48,219,-93.9862,29.6826,-272.7681,2.0275,999,0.7218,999,999,DT
1,48,219,-93.9862,29.6818,-188.2766,0.37,0.1536,999,84.4916,0.0196,SL
1,48,220,-93.9861,29.6827,-286.5181,4.476,999,0.1568,999,999,DC
1,48,220,-93.9861,29.6826,-275.2681,2.3045,999,0.3064,999,999,DT
1,48,220,-93.9861,29.6818,-189.1169,0.37,0.0589,999,86.1512,0.0225,SL
1,48,221,-93.986,29.6827,-286.5181,4.1385,999,0.4577,999,999,DC
1,48,221,-93.986,29.6826,-275.2681,2.1185,999,0.6903,999,999,DT
1,48,221,-93.986,29.6818,-190.4075,0.37,0.1062,999,84.8606,0.0206,SL
1,48,222,-93.9858,29.6828,-291.5181,3.6113,999,0.4012,999,999,DC
1,48,222,-93.9859,29.6826,-277.7681,2.1713,999,0.7214,999,999,DT
1,48,222,-93.9859,29.6819,-191.5548,0.37,0.0249,999,86.2134,0.0209,SL
1,48,223,-93.9857,29.6828,-294.0181,3.5475,999,0.4712,999,999,DC
1,48,223,-93.9857,29.6826,-271.5181,1.8634,999,0.0578,999,999,DT
1,48,223,-93.9858,29.6819,-192.618,0.37,0.0594,999,78.9001,0.0189,SL
1,48,224,999,999,999,999,999,999,999,999,DC
1,48,224,999,999,999,999,999,999,999,999,DT
1,48,224,-93.9857,29.6819,-193.2785,0.37,0.1019,999,999,999,SL
1,48,225,-93.9855,29.6822,-234.0181,2.2353,999,0.1275,999,999,DC
1,48,225,-93.9855,29.6822,-225.2681,1.3997,999,0.1178,999,999,DT
1,48,225,-93.9855,29.6819,-193.9135,0.37,0.077,999,31.3547,0.0328,SL
1,48,226,-93.9854,29.6822,-234.0181,2.2851,999,0.1093,999,999,DC
1,48,226,-93.9854,29.6822,-225.2681,1.2688,999,0.1522,999,999,DT
1,48,226,-93.9854,29.6819,-194.0729,0.37,0.0805,999,31.1953,0.0288,SL
1,48,227,-93.9853,29.6823,-236.5181,2.2066,999,0.09,999,999,DC
1,48,227,-93.9853,29.6822,-225.2681,1.1727,999,0.1941,999,999,DT
1,48,227,-93.9853,29.6819,-194.1217,0.37,0.085,999,31.1465,0.0258,SL
1,48,228,-93.9852,29.6823,-236.5181,2.1676,999,0.0695,999,999,DC
1,48,228,-93.9852,29.6822,-227.7681,1.2831,999,0.1343,999,999,DT
1,48,228,-93.9852,29.6819,-194.5285,0.37,0.0405,999,33.2397,0.0275,SL
1,48,229,-93.9851,29.6823,-239.0181,2.1515,999,0.0648,999,999,DC
1,48,229,-93.9851,29.6822,-227.7681,1.1719,999,0.2187,999,999,DT
1,48,229,-93.9851,29.6819,-195.3926,0.37,0.1567,999,32.3755,0.0248,SL
1,48,230,-93.985,29.6823,-241.5181,2.1479,999,0.1089,999,999,DC
1,48,230,-93.985,29.6822,-230.2681,1.2515,999,0.1654,999,999,DT
1,48,230,-93.985,29.6819,-196.8892,0.37,0.0917,999,33.3789,0.0264,SL
1,48,231,-93.9849,29.6823,-241.5181,2.1581,999,0.1131,999,999,DC
1,48,231,-93.9849,29.6822,-230.2681,1.1823,999,0.1835,999,999,DT
1,48,231,-93.9849,29.6819,-198.2912,0.37,0.1031,999,31.9769,0.0254,SL
1,48,232,-93.9848,29.6823,-241.5181,2.1455,999,0.1325,999,999,DC
1,48,232,-93.9848,29.6822,-230.2681,1.1371,999,0.1998,999,999,DT
1,48,232,-93.9848,29.6819,-198.8747,0.37,0.0709,999,31.3934,0.0244,SL
1,48,233,-93.9847,29.6823,-244.0181,2.1778,999,0.1369,999,999,DC
1,48,233,-93.9847,29.6822,-232.7681,1.2439,999,0.1571,999,999,DT
1,48,233,-93.9847,29.6819,-200.1343,0.37,0.0215,999,32.6338,0.0268,SL
1,48,234,-93.9846,29.6823,-246.5181,2.1565,999,0.0867,999,999,DC
1,48,234,-93.9846,29.6822,-232.7681,1.179,999,0.1372,999,999,DT
1,48,234,-93.9846,29.6819,-202.2579,0.37,0.0298,999,30.5103,0.0265,SL
1,48,235,-93.9845,29.6823,-246.5181,2.126,999,0.0713,999,999,DC
1,48,235,-93.9845,29.6822,-235.2681,1.2879,999,0.0974,999,999,DT
1,48,235,-93.9845,29.6819,-202.4722,0.37,0.0117,999,32.7959,0.028,SL
1,48,236,-93.9844,29.6824,-249.0181,2.0625,999,0.0589,999,999,DC
1,48,236,-93.9844,29.6822,-235.2681,1.2425,999,0.1077,999,999,DT
1,48,236,-93.9844,29.6819,-202.3027,0.37,0.002,999,32.9654,0.0265,SL
1,48,237,-93.9843,29.6824,-249.0181,2.0148,999,0.0582,999,999,DC
1,48,237,-93.9843,29.6822,-235.2681,1.2044,999,0.0923,999,999,DT
1,48,237,-93.9843,29.6819,-202.7444,0.37,0.0017,999,32.5238,0.0257,SL
1,48,238,-93.9842,29.6824,-251.5181,2.0194,999,0.0485,999,999,DC
1,48,238,-93.9842,29.6822,-235.2681,1.147,999,0.0722,999,999,DT
1,48,238,-93.9842,29.682,-203.9817,0.37,0.0014,999,31.2864,0.0248,SL
1,48,239,-93.9841,29.6824,-254.0181,2.0579,999,0.0682,999,999,DC
1,48,239,-93.9841,29.6823,-237.7681,1.2366,999,0.0988,999,999,DT
1,48,239,-93.9841,29.682,-205.8447,0.37,0.0024,999,31.9235,0.0271,SL
1,48,240,-93.984,29.6824,-256.5181,2.1083,999,0.0744,999,999,DC
1,48,240,-93.984,29.6823,-237.7681,1.1841,999,0.0857,999,999,DT
1,48,240,-93.984,29.682,-206.8958,0.37,0.0141,999,30.8723,0.0264,SL
1,48,241,-93.9839,29.6824,-254.0181,2.1269,999,0.0721,999,999,DC
1,48,241,-93.9839,29.6823,-240.2681,1.3153,999,0.1309,999,999,DT
1,48,241,-93.9839,29.682,-207.5819,0.37,0.0259,999,32.6863,0.0289,SL
1,48,242,-93.9838,29.6824,-256.5181,2.1141,999,0.063,999,999,DC
1,48,242,-93.9838,29.6823,-240.2681,1.2652,999,0.1059,999,999,DT
1,48,242,-93.9838,29.682,-208.0749,0.37,0.0299,999,32.1932,0.0278,SL
1,48,243,-93.9837,29.6824,-259.0181,2.1045,999,0.0555,999,999,DC
1,48,243,-93.9837,29.6823,-240.2681,1.194,999,0.0851,999,999,DT
1,48,243,-93.9837,29.682,-208.459,0.37,0.0116,999,31.8092,0.0259,SL
1,48,244,-93.9836,29.6824,-256.5181,2.1068,999,0.0737,999,999,DC
1,48,244,-93.9836,29.6823,-240.2681,1.135,999,0.1174,999,999,DT
1,48,244,-93.9836,29.682,-209.0043,0.37,0.0011,999,31.2639,0.0245,SL
1,48,245,-93.9835,29.6824,-256.5181,2.1015,999,0.0956,999,999,DC
1,48,245,-93.9835,29.6823,-240.2681,1.1313,999,0.1195,999,999,DT
1,48,245,-93.9835,29.682,-210.018,0.37,0.0331,999,30.2501,0.0252,SL
1,48,246,-93.9834,29.6824,-259.0181,2.1353,999,0.084,999,999,DC
1,48,246,999,999,999,999,999,999,999,999,DT
1,48,246,-93.9834,29.682,-211.3369,0.37,0.0016,999,999,999,SL
1,48,247,-93.9833,29.6824,-259.0181,2.1761,999,0.1251,999,999,DC
1,48,247,-93.9833,29.6823,-247.7681,1.5161,999,0.1389,999,999,DT
1,48,247,-93.9833,29.682,-212.9239,0.37,0.0045,999,34.8442,0.0329,SL
1,48,248,-93.9832,29.6825,-261.5181,2.1455,999,0.0975,999,999,DC
1,48,248,-93.9832,29.6823,-240.2681,1.1859,999,0.0875,999,999,DT
1,48,248,-93.9832,29.682,-214.9519,0.37,0.0358,999,25.3163,0.0322,SL
1,48,249,-93.9831,29.6825,-269.0181,2.1406,999,0.0619,999,999,DC
1,48,249,-93.9831,29.6823,-242.7681,1.2203,999,0.1238,999,999,DT
1,48,249,-93.9831,29.6821,-217.0184,0.37,0.0375,999,25.7498,0.033,SL
1,48,250,-93.983,29.6825,-269.0181,2.2945,999,0.2182,999,999,DC
1,48,250,-93.983,29.6824,-252.7681,1.6029,999,0.169,999,999,DT
1,48,250,-93.983,29.6821,-218.9673,0.37,0.0195,999,33.8009,0.0365,SL
1,48,251,999,999,999,999,999,999,999,999,DC
1,48,251,999,999,999,999,999,999,999,999,DT
1,48,251,-93.9829,29.6821,-221.1071,0.37,0.0113,999,999,999,SL
1,48,252,999,999,999,999,999,999,999,999,DC
1,48,252,999,999,999,999,999,999,999,999,DT
1,48,252,-93.9828,29.6821,-223.9919,0.37,0.0222,999,999,999,SL
1,48,253,999,999,999,999,999,999,999,999,DC
1,48,253,999,999,999,999,999,999,999,999,DT
1,48,253,-93.9827,29.6821,-226.8903,0.37,0.0625,999,999,999,SL
1,48,254,-93.9825,29.6826,-276.5181,2.2423,999,0.2308,999,999,DC
1,48,254,-93.9825,29.6823,-245.2681,1.2271,999,0.1992,999,999,DT
1,48,254,-93.9825,29.6822,-229.8009,0.37,0.0824,999,15.4672,0.0554,SL
1,48,255,-93.9824,29.6826,-276.5181,2.0936,999,0.0485,999,999,DC
1,48,255,-93.9824,29.6823,-245.2681,1.1694,999,0.0766,999,999,DT
1,48,255,-93.9824,29.6822,-231.4897,0.37,0.1385,999,13.7784,0.058,SL
1,48,256,-93.9823,29.6826,-279.0181,2.0714,999,0.0465,999,999,DC
1,48,256,-93.9823,29.6823,-247.7681,1.2384,999,0.0716,999,999,DT
1,48,256,-93.9823,29.6822,-231.1626,0.37,0.1004,999,16.6055,0.0523,SL
1,48,257,-93.9822,29.6828,-301.5181,2.1011,999,0.4947,999,999,DC
1,48,257,-93.9822,29.6823,-247.7681,1.164,999,0.1149,999,999,DT
1,48,257,-93.9822,29.6822,-232.0223,0.37,0.0686,999,15.7459,0.0504,SL
1,48,258,-93.9821,29.6827,-291.5181,2.1758,999,0.3666,999,999,DC
1,48,258,-93.9821,29.6824,-257.7681,1.4279,999,0.1066,999,999,DT
1,48,258,-93.9821,29.6822,-232.7223,0.37,0.0544,999,25.0458,0.0422,SL
1,48,259,-93.982,29.6827,-291.5181,2.2402,999,0.3265,999,999,DC
1,48,259,-93.982,29.6824,-260.2681,1.4806,999,0.1052,999,999,DT
1,48,259,-93.982,29.6822,-232.6863,0.37,0.0472,999,27.5818,0.0403,SL
1,48,260,-93.9819,29.6828,-301.5181,2.1662,999,0.2512,999,999,DC
1,48,260,-93.9819,29.6824,-260.2681,1.4631,999,0.1546,999,999,DT
1,48,260,-93.9819,29.6822,-233.364,0.37,0.0308,999,26.9041,0.0406,SL
1,48,261,-93.9818,29.6828,-301.5181,2.143,999,0.1749,999,999,DC
1,48,261,-93.9818,29.6825,-262.7681,1.524,999,0.0924,999,999,DT
1,48,261,-93.9818,29.6822,-234.3894,0.37,0.0228,999,28.3787,0.0407,SL
1,48,262,-93.9817,29.6826,-281.5181,2.123,999,0.0613,999,999,DC
1,48,262,999,999,999,999,999,999,999,999,DT
1,48,262,-93.9817,29.6822,-235.1075,0.37,0.0245,999,999,999,SL
1,48,263,-93.9816,29.6826,-281.5181,2.1393,999,0.1138,999,999,DC
1,48,263,-93.9816,29.6825,-265.2681,1.4766,999,0.1652,999,999,DT
1,48,263,-93.9816,29.6822,-235.6827,0.37,0.0277,999,29.5854,0.0374,SL
1,48,264,-93.9815,29.6828,-304.0181,2.0243,999,0.0774,999,999,DC
1,48,264,-93.9815,29.6825,-267.7681,1.431,999,0.0587,999,999,DT
1,48,264,-93.9815,29.6822,-236.4636,0.37,0.0373,999,31.3045,0.0339,SL
1,48,265,-93.9814,29.683,-324.0181,2.0399,999,0.3545,999,999,DC
1,48,265,-93.9814,29.6825,-270.2681,1.3289,999,0.1926,999,999,DT
1,48,265,-93.9814,29.6822,-237.4439,0.37,0.0315,999,32.8243,0.0292,SL
1,48,266,-93.9813,29.683,-326.5181,2.2933,999,0.2432,999,999,DC
1,48,266,-93.9813,29.6826,-275.2681,1.3242,999,0.1279,999,999,DT
1,48,266,-93.9813,29.6822,-238.8034,0.37,0.0695,999,36.4648,0.0262,SL
1,48,267,-93.9812,29.6831,-329.0181,2.0675,999,0.4156,999,999,DC
1,48,267,-93.9812,29.6826,-275.2681,1.3686,999,0.1807,999,999,DT
1,48,267,-93.9812,29.6823,-239.9419,0.37,0.0442,999,35.3262,0.0283,SL
1,48,268,999,999,999,999,999,999,999,999,DC
1,48,268,999,999,999,999,999,999,999,999,DT
1,48,268,-93.9811,29.6823,-240.8767,0.37,0.0181,999,999,999,SL
1,48,269,999,999,999,999,999,999,999,999,DC
1,48,269,999,999,999,999,999,999,999,999,DT
1,48,269,-93.981,29.6823,-241.7028,0.37,0.0097,999,999,999,SL
1,48,270,999,999,999,999,999,999,999,999,DC
1,48,270,999,999,999,999,999,999,999,999,DT
1,48,270,-93.9809,29.6823,-242.346,0.37,0.0074,999,999,999,SL
1,48,271,-93.9808,29.6828,-301.5181,2.4119,999,0.348,999,999,DC
1,48,271,-93.9808,29.6826,-275.2681,1.6575,999,0.1291,999,999,DT
1,48,271,-93.9808,29.6823,-243.2253,0.37,0.0034,999,32.0428,0.0402,SL
1,48,272,-93.9807,29.6828,-301.5181,2.51,999,0.3853,999,999,DC
1,48,272,-93.9807,29.6826,-275.2681,1.6493,999,0.2221,999,999,DT
1,48,272,-93.9807,29.6823,-244.2866,0.37,0.0035,999,30.9816,0.0413,SL
1,48,273,-93.9806,29.6828,-301.5181,2.5256,999,0.4338,999,999,DC
1,48,273,-93.9806,29.6826,-275.2681,1.5935,999,0.2769,999,999,DT
1,48,273,-93.9806,29.6823,-244.9103,0.37,0.0028,999,30.3578,0.0403,SL
1,48,274,-93.9805,29.6828,-301.5181,2.5173,999,0.4441,999,999,DC
1,48,274,-93.9805,29.6826,-275.2681,1.5045,999,0.3466,999,999,DT
1,48,274,-93.9805,29.6823,-245.5372,0.37,0.0101,999,29.7309,0.0382,SL
1,48,275,-93.9804,29.6828,-301.5181,2.5686,999,0.498,999,999,DC
1,48,275,-93.9804,29.6826,-277.7681,1.5001,999,0.3845,999,999,DT
1,48,275,-93.9804,29.6823,-246.8687,0.37,0.0014,999,30.8995,0.0366,SL
1,48,276,-93.9803,29.6828,-299.0181,2.4724,999,0.4241,999,999,DC
1,48,276,-93.9803,29.6826,-277.7681,1.4381,999,0.3178,999,999,DT
1,48,276,-93.9803,29.6823,-248.4612,0.37,0.0222,999,29.307,0.0364,SL
1,48,277,-93.9802,29.6828,-301.5181,2.3924,999,0.3224,999,999,DC
1,48,277,-93.9802,29.6826,-277.7681,1.4542,999,0.272,999,999,DT
1,48,277,-93.9802,29.6823,-249.8577,0.37,0.0237,999,27.9105,0.0388,SL
1,48,278,-93.9801,29.6827,-289.0181,2.316,999,0.0946,999,999,DC
1,48,278,-93.9801,29.6826,-277.7681,1.4956,999,0.1905,999,999,DT
