Datetime,WL A,WL B,WL C,WL D
2022-01-02 16:00:00,-0.688,-0.024440000000000017,0.08624,1.6944
2022-01-02 17:00:00,-0.669,0.04332,0.24024,1.6913200000000002
2022-01-02 18:00:00,-0.473,0.052559999999999996,0.34496,1.68824
2022-01-02 19:00:00,-0.432,0.12647999999999998,0.41888,1.6851600000000002
2022-01-02 20:00:00,-0.253,0.009440000000000004,0.3049199999999999,1.68208
2022-01-02 21:00:00,-0.038,-0.12608000000000003,0.2002,1.68208
2022-01-02 22:00:00,0.029,-0.2154,0.09856,1.6790000000000003
2022-01-02 23:00:00,0.138,-0.19076,0.0554399999999999,1.6728399999999999
2022-01-03 00:00:00,0.113,-0.19076,0.02156,1.6697600000000001
2022-01-03 01:00:00,0.098,-0.12300000000000001,0.07392,1.66668
2022-01-03 02:00:00,-0.019,-0.12916,0.07392,1.6636000000000002
2022-01-03 03:00:00,-0.166,-0.28008,-0.03388,1.6636000000000002
2022-01-03 04:00:00,-0.152,-0.31704,-0.07084,1.66052
2022-01-03 05:00:00,-0.196,-0.40636000000000005,-0.1386,1.66052
2022-01-03 06:00:00,-0.161,-0.5388000000000001,-0.2186799999999999,1.66052
2022-01-03 07:00:00,-0.086,-0.53264,-0.308,1.65436
2022-01-03 08:00:00,-0.152,-0.70512,-0.3665199999999999,1.6512800000000003
2022-01-03 09:00:00,-0.27,-0.75132,-0.45892,1.6482
2022-01-03 10:00:00,-0.291,-0.77596,-0.5020399999999999,1.6482
2022-01-03 11:00:00,-0.344,-0.54188,-0.4004,1.6482
2022-01-03 12:00:00,-0.54,-0.4618,-0.2309999999999999,1.6482
2022-01-03 13:00:00,-0.542,-0.34784000000000004,-0.07392,1.64512
2022-01-03 14:00:00,-0.677,-0.09836,0.14168,1.64512
2022-01-03 15:00:00,-0.724,0.14803999999999995,0.32032,1.64512
2022-01-03 16:00:00,-0.707,0.25276,0.49896,1.6420400000000002
2022-01-03 17:00:00,-0.48,0.43448000000000003,0.65912,1.6420400000000002
2022-01-03 18:00:00,-0.398,0.41907999999999995,0.66528,1.64512
2022-01-03 19:00:00,-0.19,0.43448000000000003,0.6960799999999999,1.6482
2022-01-03 20:00:00,0.01,0.37596,0.65912,1.65436
2022-01-03 21:00:00,0.166,0.37904,0.62216,1.65436
2022-01-03 22:00:00,0.338,0.31744,0.56672,1.65436
2022-01-03 23:00:00,0.459,0.29896,0.49588,1.6512800000000003
2022-01-04 00:00:00,0.421,0.29896,0.46508,1.6482
2022-01-04 01:00:00,0.434,0.2158,0.4004,1.6482
2022-01-04 02:00:00,0.408,0.20964,0.40656,1.6420400000000002
2022-01-04 03:00:00,0.403,0.22811999999999993,0.39732,1.64512
2022-01-04 04:00:00,0.362,0.15727999999999998,0.3388,1.64512
2022-01-04 05:00:00,0.33,0.07103999999999999,0.27104,1.6420400000000002
2022-01-04 06:00:00,0.297,-0.03059999999999999,0.18788,1.6420400000000002
2022-01-04 07:00:00,0.265,-0.16612000000000002,0.06776,1.6420400000000002
2022-01-04 08:00:00,0.273,-0.32936,-0.0154,1.6420400000000002
2022-01-04 09:00:00,0.224,-0.36016000000000004,-0.11704,1.63896
2022-01-04 10:00:00,0.151,-0.41252,-0.154,1.6328
2022-01-04 11:00:00,0.102,-0.41252,-0.18788,1.6174
2022-01-04 12:00:00,-0.073,-0.32936,-0.13552,1.62356
2022-01-04 13:00:00,-0.182,-0.17844000000000002,0.02464,1.6297200000000003
2022-01-04 14:00:00,-0.333,0.009440000000000004,0.2002,1.6204800000000001
2022-01-04 15:00:00,-0.335,0.22811999999999993,0.40964,1.6297200000000003
2022-01-04 16:00:00,-0.348,0.3082,0.59444,1.6420400000000002
2022-01-04 17:00:00,-0.332,0.44680000000000003,0.7083999999999999,1.6420400000000002
2022-01-04 18:00:00,-0.25,0.5361199999999999,0.7854,1.64512
2022-01-04 19:00:00,-0.106,0.52688,0.85932,1.6512800000000003
2022-01-04 20:00:00,0.082,0.55152,0.87164,1.6574400000000002
2022-01-04 21:00:00,0.272,0.5176400000000001,0.7792399999999999,1.6636000000000002
2022-01-04 22:00:00,0.382,0.4622,0.6899200000000001,1.6636000000000002
2022-01-04 23:00:00,0.463,0.416,0.61908,1.6636000000000002
2022-01-05 00:00:00,0.505,0.38519999999999993,0.56672,1.66052
2022-01-05 01:00:00,0.569,0.36364,0.53592,1.65436
2022-01-05 02:00:00,0.558,0.33591999999999994,0.5082,1.6512800000000003
2022-01-05 03:00:00,0.461,0.24659999999999999,0.44044,1.64512
2022-01-05 04:00:00,0.418,0.19423999999999997,0.39732,1.6420400000000002
2022-01-05 05:00:00,0.395,0.17884,0.3665199999999999,1.63896
2022-01-05 06:00:00,0.376,0.08644000000000002,0.27104,1.6328
2022-01-05 07:00:00,0.367,-0.10452000000000002,0.17248,1.62664
2022-01-05 08:00:00,0.304,-0.16920000000000002,0.08008,1.62356
2022-01-05 09:00:00,0.262,-0.31704,-0.0616,1.6174
2022-01-05 10:00:00,0.208,-0.354,-0.12936,1.60508
2022-01-05 11:00:00,0.147,-0.37248000000000003,-0.1694,1.5989200000000001
2022-01-05 12:00:00,0.05,-0.39712000000000003,-0.18172,1.5989200000000001
2022-01-05 13:00:00,-0.082,-0.354,-0.1232,1.5866
2022-01-05 14:00:00,-0.193,-0.15996000000000002,0.05236,1.58968
2022-01-05 15:00:00,-0.285,-0.00904000000000002,0.2186799999999999,1.5958400000000001
2022-01-05 16:00:00,-0.336,0.11108000000000001,0.37884,1.6081600000000003
2022-01-05 17:00:00,-0.35,0.31744,0.55132,1.60508
2022-01-05 18:00:00,-0.328,0.37288000000000004,0.6468,1.6081600000000003
2022-01-05 19:00:00,-0.254,0.4498799999999999,0.7330399999999999,1.6081600000000003
2022-01-05 20:00:00,-0.099,0.48376,0.76692,1.61124
2022-01-05 21:00:00,0.013,0.47452,0.7392,1.6143200000000002
2022-01-05 22:00:00,0.168,0.39136,0.66528,1.6174
2022-01-05 23:00:00,0.323,0.37596,0.60368,1.6174
2022-01-06 00:00:00,0.42,0.36364,0.54824,1.6174
2022-01-06 01:00:00,0.454,0.3143599999999999,0.4928,1.6143200000000002
2022-01-06 02:00:00,0.465,0.3020399999999999,0.45892,1.61124
2022-01-06 03:00:00,0.455,0.28048,0.45892,1.6081600000000003
2022-01-06 04:00:00,0.409,0.29896,0.48664,1.60508
2022-01-06 05:00:00,0.363,0.33283999999999997,0.47124,1.6019999999999999
2022-01-06 06:00:00,0.378,0.28664,0.4435199999999999,1.6019999999999999
2022-01-06 07:00:00,0.348,0.18191999999999997,0.3603599999999999,1.6019999999999999
2022-01-06 08:00:00,0.318,0.07411999999999996,0.26488,1.6019999999999999
2022-01-06 09:00:00,0.323,-0.08296,0.16324,1.5989200000000001
2022-01-06 10:00:00,0.327,-0.13532,0.09548,1.5989200000000001
2022-01-06 11:00:00,0.307,-0.18152000000000001,0.03388,1.5958400000000001
2022-01-06 12:00:00,0.253,-0.20924,-0.03388,1.5958400000000001
2022-01-06 13:00:00,0.156,-0.2154,-0.04312,1.58968
2022-01-06 14:00:00,0.052,-0.17228000000000002,-0.03388,1.5927600000000002
2022-01-06 15:00:00,-0.042,-0.07988,0.03696,1.58968
2022-01-06 16:00:00,-0.12,0.04332,0.18172,1.5866
2022-01-06 17:00:00,-0.192,0.13880000000000003,0.31724,1.58968
2022-01-06 18:00:00,-0.2,0.24044,0.42196,1.5866
2022-01-06 19:00:00,-0.189,0.27432,0.4928,1.5866
2022-01-06 20:00:00,-0.153,0.25583999999999996,0.5020399999999999,1.58968
2022-01-06 21:00:00,-0.057,0.26508,0.4928,1.5866
2022-01-06 22:00:00,0.071,0.26816,0.4774,1.58968
2022-01-06 23:00:00,0.204,0.29588000000000003,0.52052,1.5866
2022-01-07 00:00:00,0.267,0.28356,0.50512,1.5866
2022-01-07 01:00:00,0.305,0.28972000000000003,0.4281199999999999,1.58352
2022-01-07 02:00:00,0.285,0.16343999999999997,0.3541999999999999,1.58352
2022-01-07 03:00:00,0.298,0.12031999999999998,0.35728,1.58044
2022-01-07 04:00:00,0.292,0.25276,0.41888,1.58044
2022-01-07 05:00:00,0.414,0.2774,0.4619999999999999,1.57736
2022-01-07 06:00:00,0.293,0.32668,0.5020399999999999,1.57736
2022-01-07 07:00:00,0.176,0.27432,0.4774,1.5712000000000002
2022-01-07 08:00:00,0.206,0.36056000000000005,0.49588,1.5712000000000002
2022-01-07 09:00:00,0.201,0.20348,0.41888,1.5742800000000001
2022-01-07 10:00:00,0.279,0.14188,0.34496,1.5712000000000002
2022-01-07 11:00:00,0.325,0.061799999999999966,0.2772,1.5712000000000002
2022-01-07 12:00:00,0.329,0.07411999999999996,0.24948,1.5558
2022-01-07 13:00:00,0.281,0.061799999999999966,0.2309999999999999,1.56504
2022-01-07 14:00:00,0.278,0.06795999999999996,0.25256,1.56504
2022-01-07 15:00:00,0.222,0.11108000000000001,0.34188,1.55888
2022-01-07 16:00:00,0.14,0.17575999999999997,0.41272,1.5558
2022-01-07 17:00:00,0.075,0.36364,0.56364,1.5558
2022-01-07 18:00:00,0.07,0.49916,0.70532,1.55272
2022-01-07 19:00:00,0.073,0.46835999999999994,0.76384,1.5558
2022-01-07 20:00:00,0.114,0.53304,0.84084,1.56196
2022-01-07 21:00:00,0.16,0.5730799999999998,0.8993599999999999,1.5712000000000002
2022-01-07 22:00:00,0.209,0.55768,0.8685599999999999,1.5742800000000001
2022-01-07 23:00:00,0.356,0.5700000000000001,0.8623999999999999,1.58352
2022-01-08 00:00:00,0.47,0.4899200000000001,0.7854,1.58352
2022-01-08 01:00:00,0.47,0.46835999999999994,0.73612,1.58044
2022-01-08 02:00:00,0.523,0.4899200000000001,0.71456,1.57736
2022-01-08 03:00:00,0.539,0.48376,0.69916,1.57736
2022-01-08 04:00:00,0.49,0.48684,0.7238,1.5712000000000002
2022-01-08 05:00:00,0.526,0.5853999999999999,0.7392,1.5712000000000002
2022-01-08 06:00:00,0.473,0.5422800000000001,0.76384,1.5712000000000002
2022-01-08 07:00:00,0.459,0.5546,0.79464,1.5681200000000002
2022-01-08 08:00:00,0.466,0.5391999999999999,0.7915599999999999,1.5681200000000002
2022-01-08 09:00:00,0.485,0.5084,0.76384,1.5712000000000002
2022-01-08 10:00:00,0.491,0.4899200000000001,0.72688,1.56196
2022-01-08 11:00:00,0.496,0.4252399999999999,0.66836,1.5558
2022-01-08 12:00:00,0.538,0.43448000000000003,0.64064,1.55888
2022-01-08 13:00:00,0.544,0.4006,0.57596,1.5496400000000001
2022-01-08 14:00:00,0.545,0.4098399999999999,0.6006,1.5558
2022-01-08 15:00:00,0.54,0.37904,0.5975199999999999,1.55888
2022-01-08 16:00:00,0.476,0.43139999999999995,0.6252399999999999,1.55888
2022-01-08 17:00:00,0.418,0.4252399999999999,0.6622,1.5681200000000002
2022-01-08 18:00:00,0.411,0.43448000000000003,0.67144,1.55888
2022-01-08 19:00:00,0.368,0.49299999999999994,0.75152,1.55888
2022-01-08 20:00:00,0.396,0.52688,0.8008000000000001,1.5558
2022-01-08 21:00:00,0.365,0.5422800000000001,0.82236,1.5465600000000002
2022-01-08 22:00:00,0.398,0.52688,0.8316,1.55888
2022-01-08 23:00:00,0.426,0.49299999999999994,0.7915599999999999,1.5742800000000001
2022-01-09 00:00:00,0.465,0.45912000000000003,0.7330399999999999,1.57736
2022-01-09 01:00:00,0.505,0.45912000000000003,0.6622,1.58044
2022-01-09 02:00:00,0.533,0.37596,0.59136,1.5958400000000001
