Datetime,Predicted Water Level Point A,Observed Water Level Point A,time,hs,tp,slope
2020-01-01 01:00:00,0.085,0.29,2020-01-01 01:00:00,0.34671283,3.478156,0.00236
2020-01-01 02:00:00,0.113,0.306,2020-01-01 02:00:00,0.3243397,3.4568167,0.00236
2020-01-01 03:00:00,0.12,0.34,2020-01-01 03:00:00,0.30604726,3.4211826,0.00236
2020-01-01 04:00:00,0.106,0.301,2020-01-01 04:00:00,0.28857523,3.4034557,0.00236
2020-01-01 05:00:00,0.078,0.278,2020-01-01 05:00:00,0.27784246,3.3358898,0.00236
2020-01-01 06:00:00,0.046,0.242,2020-01-01 06:00:00,0.26398718,3.3298054,0.00236
2020-01-01 07:00:00,0.018,0.178,2020-01-01 07:00:00,0.255893,3.2780437,0.00236
2020-01-01 08:00:00,-0.006,0.189,2020-01-01 08:00:00,0.2475912,3.2518435,0.00236
2020-01-01 09:00:00,-0.024,0.179,2020-01-01 09:00:00,0.23895448,3.24403,0.00236
2020-01-01 10:00:00,-0.032,0.127,2020-01-01 10:00:00,0.22117513,3.2926483,0.00236
2020-01-01 11:00:00,-0.036,0.158,2020-01-01 11:00:00,0.23363274,3.0815468,0.00236
2020-01-01 12:00:00,-0.044,0.185,2020-01-01 12:00:00,0.2703585,2.8732471,0.00236
2020-01-01 13:00:00,-0.06,0.157,2020-01-01 13:00:00,0.33698034,2.754919,0.00236
2020-01-01 14:00:00,-0.083,0.147,2020-01-01 14:00:00,0.41272527,2.791295,0.00236
2020-01-01 15:00:00,-0.112,0.097,2020-01-01 15:00:00,0.51888454,2.9143553,0.00236
2020-01-01 16:00:00,-0.146,0.096,2020-01-01 16:00:00,0.581331,3.0787392,0.00236
2020-01-01 17:00:00,-0.179,0.07,2020-01-01 17:00:00,0.6064925,3.2259007,0.00236
2020-01-01 18:00:00,-0.204,0.061,2020-01-01 18:00:00,0.6508338,3.3408222,0.00236
2020-01-01 19:00:00,-0.213,0.053,2020-01-01 19:00:00,0.6988756,3.4675617,0.00236
2020-01-01 20:00:00,-0.203,0.056,2020-01-01 20:00:00,0.75045645,3.6018171,0.00236
2020-01-01 21:00:00,-0.173,0.144,2020-01-01 21:00:00,0.78821874,3.7477646,0.00236
2020-01-01 22:00:00,-0.126,0.184,2020-01-01 22:00:00,0.77474374,3.962182,0.00236
2020-01-01 23:00:00,-0.069,0.282,2020-01-01 23:00:00,0.7599641,4.134924,0.00236
2020-01-02 00:00:00,-0.01,0.353,2020-01-02 00:00:00,0.74748045,4.250003,0.00236
2020-01-02 01:00:00,0.039,0.395,2020-01-02 01:00:00,0.739637,4.313822,0.00236
2020-01-02 02:00:00,0.073,0.427,2020-01-02 02:00:00,0.74140155,4.3337727,0.00236
2020-01-02 03:00:00,0.087,0.445,2020-01-02 03:00:00,0.7490066,4.345517,0.00236
2020-01-02 04:00:00,0.079,0.498,2020-01-02 04:00:00,0.7573304,4.412385,0.00236
2020-01-02 05:00:00,0.054,0.437,2020-01-02 05:00:00,0.8638311,4.783778,0.00236
2020-01-02 06:00:00,0.018,0.476,2020-01-02 06:00:00,0.8515977,4.841982,0.00236
2020-01-02 07:00:00,-0.018,0.397,2020-01-02 07:00:00,0.8541208,4.9111805,0.00236
2020-01-02 08:00:00,-0.048,0.391,2020-01-02 08:00:00,0.87130034,5.0054893,0.00236
2020-01-02 09:00:00,-0.068,0.327,2020-01-02 09:00:00,0.89914465,5.095275,0.00236
2020-01-02 10:00:00,-0.077,0.382,2020-01-02 10:00:00,0.9217023,5.212785,0.00236
2020-01-02 11:00:00,-0.079,0.375,2020-01-02 11:00:00,0.93627864,5.321249,0.00236
2020-01-02 12:00:00,-0.076,0.398,2020-01-02 12:00:00,0.9429544,5.406539,0.00236
2020-01-02 13:00:00,-0.071,0.417,2020-01-02 13:00:00,0.94333464,5.474395,0.00236
2020-01-02 14:00:00,-0.068,0.402,2020-01-02 14:00:00,0.94067883,5.514818,0.00236
2020-01-02 15:00:00,-0.071,0.355,2020-01-02 15:00:00,0.93341845,5.561185,0.00236
2020-01-02 16:00:00,-0.083,0.381,2020-01-02 16:00:00,0.9258096,5.5860214,0.00236
2020-01-02 17:00:00,-0.101,0.328,2020-01-02 17:00:00,1.0038233,5.8077364,0.00236
2020-01-02 18:00:00,-0.122,0.352,2020-01-02 18:00:00,0.98798966,5.751137,0.00236
2020-01-02 19:00:00,-0.139,0.298,2020-01-02 19:00:00,0.98140645,5.6651554,0.00236
2020-01-02 20:00:00,-0.146,0.253,2020-01-02 20:00:00,0.99410486,5.5081425,0.00236
2020-01-02 21:00:00,-0.136,0.292,2020-01-02 21:00:00,1.0248066,5.316469,0.00236
2020-01-02 22:00:00,-0.111,0.27,2020-01-02 22:00:00,1.01804,5.3763666,0.00236
2020-01-02 23:00:00,-0.077,0.362,2020-01-02 23:00:00,1.0078071,5.4887304,0.00236
2020-01-03 00:00:00,-0.038,0.345,2020-01-03 00:00:00,0.9958303,5.647644,0.00236
2020-01-03 01:00:00,0.003,0.361,2020-01-03 01:00:00,0.99134785,5.769099,0.00236
2020-01-03 02:00:00,0.037,0.405,2020-01-03 02:00:00,0.98953813,5.86296,0.00236
2020-01-03 03:00:00,0.055,0.392,2020-01-03 03:00:00,0.99020284,5.9190273,0.00236
2020-01-03 04:00:00,0.052,0.369,2020-01-03 04:00:00,0.9925854,5.94024,0.00236
2020-01-03 05:00:00,0.029,0.405,2020-01-03 05:00:00,0.98874986,5.9893885,0.00236
2020-01-03 06:00:00,-0.008,0.35,2020-01-03 06:00:00,0.98158324,6.049345,0.00236
2020-01-03 07:00:00,-0.052,0.228,2020-01-03 07:00:00,0.97434276,6.0930424,0.00236
2020-01-03 08:00:00,-0.092,0.254,2020-01-03 08:00:00,0.96728146,6.1235275,0.00236
2020-01-03 09:00:00,-0.118,0.212,2020-01-03 09:00:00,0.9603502,6.1427917,0.00236
2020-01-03 10:00:00,-0.13,0.258,2020-01-03 10:00:00,0.95255977,6.162114,0.00236
2020-01-03 11:00:00,-0.132,0.252,2020-01-03 11:00:00,0.94989496,6.1307726,0.00236
2020-01-03 12:00:00,-0.125,0.281,2020-01-03 12:00:00,0.94782794,6.101486,0.00236
2020-01-03 13:00:00,-0.107,0.225,2020-01-03 13:00:00,0.9486209,6.0489416,0.00236
2020-01-03 14:00:00,-0.081,0.252,2020-01-03 14:00:00,0.9498126,6.0020905,0.00236
2020-01-03 15:00:00,-0.057,0.365,2020-01-03 15:00:00,0.9501135,5.9568977,0.00236
2020-01-03 16:00:00,-0.042,0.32,2020-01-03 16:00:00,0.9395999,5.9968567,0.00236
2020-01-03 17:00:00,-0.038,0.287,2020-01-03 17:00:00,0.9306505,6.0258274,0.00236
2020-01-03 18:00:00,-0.043,0.35,2020-01-03 18:00:00,0.93413013,5.961996,0.00236
2020-01-03 19:00:00,-0.057,0.225,2020-01-03 19:00:00,0.9300375,5.9508286,0.00236
2020-01-03 20:00:00,-0.072,0.311,2020-01-03 20:00:00,0.91700774,6.0112467,0.00236
2020-01-03 21:00:00,-0.078,0.324,2020-01-03 21:00:00,0.9005987,6.101755,0.00236
2020-01-03 22:00:00,-0.072,0.366,2020-01-03 22:00:00,0.88301367,6.199813,0.00236
2020-01-03 23:00:00,-0.059,0.321,2020-01-03 23:00:00,0.8912623,6.0851755,0.00236
2020-01-04 00:00:00,-0.042,0.281,2020-01-04 00:00:00,0.9299241,5.7752686,0.00236
2020-01-04 01:00:00,-0.017,0.281,2020-01-04 01:00:00,1.0279953,5.225189,0.00236
2020-01-04 02:00:00,0.01,0.278,2020-01-04 02:00:00,1.1810144,4.7504425,0.00236
2020-01-04 03:00:00,0.029,0.244,2020-01-04 03:00:00,1.2558861,4.662508,0.00236
2020-01-04 04:00:00,0.028,0.235,2020-01-04 04:00:00,1.2511754,4.6935034,0.00236
2020-01-04 05:00:00,0.007,0.173,2020-01-04 05:00:00,1.2148346,4.7317934,0.00236
2020-01-04 06:00:00,-0.03,0.11,2020-01-04 06:00:00,1.1968968,4.6956806,0.00236
2020-01-04 07:00:00,-0.08,0.016,2020-01-04 07:00:00,1.2321603,4.5952225,0.00236
2020-01-04 08:00:00,-0.13,0.001,2020-01-04 08:00:00,1.2903388,4.5186605,0.00236
2020-01-04 09:00:00,-0.169,-0.051,2020-01-04 09:00:00,1.3101907,4.5086145,0.00236
2020-01-04 10:00:00,-0.188,-0.093,2020-01-04 10:00:00,1.3032124,4.504319,0.00236
2020-01-04 11:00:00,-0.192,-0.121,2020-01-04 11:00:00,1.2528486,4.517433,0.00236
2020-01-04 12:00:00,-0.184,-0.152,2020-01-04 12:00:00,1.1686848,4.533864,0.00236
2020-01-04 13:00:00,-0.161,-0.095,2020-01-04 13:00:00,1.087818,4.5349903,0.00236
2020-01-04 14:00:00,-0.12,-0.057,2020-01-04 14:00:00,0.99133164,4.5657673,0.00236
2020-01-04 15:00:00,-0.071,0.023,2020-01-04 15:00:00,0.8912946,4.631196,0.00236
2020-01-04 16:00:00,-0.029,0.041,2020-01-04 16:00:00,0.81128764,4.6918793,0.00236
2020-01-04 17:00:00,0.002,0.075,2020-01-04 17:00:00,0.73797625,4.8263063,0.00236
2020-01-04 18:00:00,0.019,0.026,2020-01-04 18:00:00,0.6751034,4.9564304,0.00236
2020-01-04 19:00:00,0.02,0.069,2020-01-04 19:00:00,0.6211703,5.1051292,0.00236
2020-01-04 20:00:00,0.008,0.05,2020-01-04 20:00:00,0.5738599,5.2785416,0.00236
2020-01-04 21:00:00,-0.006,0.01,2020-01-04 21:00:00,0.5349909,5.43246,0.00236
2020-01-04 22:00:00,-0.015,0.039,2020-01-04 22:00:00,0.5002231,5.5947676,0.00236
2020-01-04 23:00:00,-0.019,-0.009,2020-01-04 23:00:00,0.48113704,5.6022167,0.00236
2020-01-05 00:00:00,-0.021,0.005,2020-01-05 00:00:00,0.4630081,5.616482,0.00236
2020-01-05 01:00:00,-0.017,-0.022,2020-01-05 01:00:00,0.44966,5.592205,0.00236
2020-01-05 02:00:00,-0.003,-0.028,2020-01-05 02:00:00,0.44148225,5.4968224,0.00236
2020-01-05 03:00:00,0.012,0.025,2020-01-05 03:00:00,0.43415082,5.4033613,0.00236
2020-01-05 04:00:00,0.013,0.041,2020-01-05 04:00:00,0.4282223,5.303437,0.00236
2020-01-05 05:00:00,-0.007,0.066,2020-01-05 05:00:00,0.4263078,5.1615553,0.00236
2020-01-05 06:00:00,-0.044,0.02,2020-01-05 06:00:00,0.42854738,4.9890327,0.00236
2020-01-05 07:00:00,-0.097,-0.045,2020-01-05 07:00:00,0.43307674,4.81275,0.00236
2020-01-05 08:00:00,-0.158,-0.124,2020-01-05 08:00:00,0.44357365,4.6035748,0.00236
2020-01-05 09:00:00,-0.211,-0.175,2020-01-05 09:00:00,0.4632668,4.3531923,0.00236
2020-01-05 10:00:00,-0.244,-0.177,2020-01-05 10:00:00,0.49164504,4.107686,0.00236
2020-01-05 11:00:00,-0.256,-0.188,2020-01-05 11:00:00,0.49147362,4.079427,0.00236
2020-01-05 12:00:00,-0.252,-0.184,2020-01-05 12:00:00,0.47296625,4.1451902,0.00236
2020-01-05 13:00:00,-0.227,-0.162,2020-01-05 13:00:00,0.45409936,4.2012615,0.00236
2020-01-05 14:00:00,-0.179,-0.129,2020-01-05 14:00:00,0.43800414,4.2299128,0.00236
2020-01-05 15:00:00,-0.114,-0.051,2020-01-05 15:00:00,0.42858917,4.1927586,0.00236
2020-01-05 16:00:00,-0.046,0.041,2020-01-05 16:00:00,0.41930693,4.168742,0.00236
2020-01-05 17:00:00,0.013,0.068,2020-01-05 17:00:00,0.41362917,4.111781,0.00236
2020-01-05 18:00:00,0.056,0.136,2020-01-05 18:00:00,0.42682475,3.9108782,0.00236
2020-01-05 19:00:00,0.08,0.152,2020-01-05 19:00:00,0.44018346,3.7723494,0.00236
2020-01-05 20:00:00,0.082,0.185,2020-01-05 20:00:00,0.43893164,3.7555542,0.00236
2020-01-05 21:00:00,0.07,0.154,2020-01-05 21:00:00,0.4420755,3.7037992,0.00236
2020-01-05 22:00:00,0.053,0.161,2020-01-05 22:00:00,0.4534576,3.6172915,0.00236
2020-01-05 23:00:00,0.036,0.156,2020-01-05 23:00:00,0.45286816,3.6249094,0.00236
2020-01-06 00:00:00,0.018,0.14,2020-01-06 00:00:00,0.44765824,3.6526842,0.00236
2020-01-06 01:00:00,0.005,0.146,2020-01-06 01:00:00,0.44245476,3.6797733,0.00236
2020-01-06 02:00:00,0.002,0.157,2020-01-06 02:00:00,0.4448611,3.6624098,0.00236
2020-01-06 03:00:00,0.007,0.179,2020-01-06 03:00:00,0.45729256,3.6203547,0.00236
2020-01-06 04:00:00,0.007,0.213,2020-01-06 04:00:00,0.48151952,3.545926,0.00236
2020-01-06 05:00:00,-0.008,0.217,2020-01-06 05:00:00,0.52833056,3.4661589,0.00236
2020-01-06 06:00:00,-0.045,0.146,2020-01-06 06:00:00,0.59373784,3.46484,0.00236
2020-01-06 07:00:00,-0.1,0.092,2020-01-06 07:00:00,0.66235584,3.536025,0.00236
2020-01-06 08:00:00,-0.168,0.017,2020-01-06 08:00:00,0.72112465,3.6467457,0.00236
2020-01-06 09:00:00,-0.236,-0.035,2020-01-06 09:00:00,0.7623132,3.7676973,0.00236
2020-01-06 10:00:00,-0.287,-0.08,2020-01-06 10:00:00,0.7864503,3.873145,0.00236
2020-01-06 11:00:00,-0.316,-0.119,2020-01-06 11:00:00,0.7804048,3.98211,0.00236
2020-01-06 12:00:00,-0.322,-0.136,2020-01-06 12:00:00,0.76089805,4.078684,0.00236
2020-01-06 13:00:00,-0.302,-0.127,2020-01-06 13:00:00,0.7395075,4.152996,0.00236
2020-01-06 14:00:00,-0.254,-0.069,2020-01-06 14:00:00,0.719326,4.206979,0.00236
2020-01-06 15:00:00,-0.181,0.021,2020-01-06 15:00:00,0.69954765,4.252287,0.00236
2020-01-06 16:00:00,-0.094,0.111,2020-01-06 16:00:00,0.6811865,4.2923927,0.00236
2020-01-06 17:00:00,-0.009,0.202,2020-01-06 17:00:00,0.6647553,4.3228693,0.00236
2020-01-06 18:00:00,0.063,0.265,2020-01-06 18:00:00,0.65035075,4.342474,0.00236
2020-01-06 19:00:00,0.113,0.273,2020-01-06 19:00:00,0.6384885,4.3516836,0.00236
2020-01-06 20:00:00,0.137,0.304,2020-01-06 20:00:00,0.62963486,4.348771,0.00236
2020-01-06 21:00:00,0.138,0.294,2020-01-06 21:00:00,0.6231165,4.338546,0.00236
2020-01-06 22:00:00,0.124,0.288,2020-01-06 22:00:00,0.6137957,4.3469315,0.00236
2020-01-06 23:00:00,0.099,0.266,2020-01-06 23:00:00,0.6044393,4.3652973,0.00236
2020-01-07 00:00:00,0.07,0.198,2020-01-07 00:00:00,0.5947633,4.3816643,0.00236
2020-01-07 01:00:00,0.043,0.174,2020-01-07 01:00:00,0.5865781,4.382577,0.00236
2020-01-07 02:00:00,0.025,0.159,2020-01-07 02:00:00,0.5772905,4.3875437,0.00236
2020-01-07 03:00:00,0.016,0.141,2020-01-07 03:00:00,0.5692734,4.381406,0.00236
2020-01-07 04:00:00,0.012,0.132,2020-01-07 04:00:00,0.56392705,4.351021,0.00236
2020-01-07 05:00:00,0.0,0.119,2020-01-07 05:00:00,0.5615039,4.3057947,0.00236
2020-01-07 06:00:00,-0.03,0.071,2020-01-07 06:00:00,0.55223775,4.302928,0.00236
2020-01-07 07:00:00,-0.085,-0.008,2020-01-07 07:00:00,0.5488326,4.2619886,0.00236
2020-01-07 08:00:00,-0.158,-0.121,2020-01-07 08:00:00,0.5737154,4.0712337,0.00236
2020-01-07 09:00:00,-0.238,-0.194,2020-01-07 09:00:00,0.6423148,3.774909,0.00236
2020-01-07 10:00:00,-0.309,-0.283,2020-01-07 10:00:00,0.80382144,3.519559,0.00236
2020-01-07 11:00:00,-0.361,-0.343,2020-01-07 11:00:00,1.0276663,3.576171,0.00236
2020-01-07 12:00:00,-0.386,-0.4,2020-01-07 12:00:00,1.1510351,3.8224306,0.00236
2020-01-07 13:00:00,-0.378,-0.397,2020-01-07 13:00:00,1.1547517,3.9937363,0.00236
2020-01-07 14:00:00,-0.337,-0.355,2020-01-07 14:00:00,1.1650677,4.079196,0.00236
2020-01-07 15:00:00,-0.265,-0.257,2020-01-07 15:00:00,1.1856265,4.1361446,0.00236
2020-01-07 16:00:00,-0.17,-0.087,2020-01-07 16:00:00,1.1888082,4.1823378,0.00236
2020-01-07 17:00:00,-0.064,0.029,2020-01-07 17:00:00,1.1933849,4.212165,0.00236
2020-01-07 18:00:00,0.037,0.099,2020-01-07 18:00:00,1.1559782,4.2271614,0.00236
2020-01-07 19:00:00,0.116,0.189,2020-01-07 19:00:00,1.0600644,4.2272053,0.00236
2020-01-07 20:00:00,0.166,0.257,2020-01-07 20:00:00,0.9417874,4.2176895,0.00236
2020-01-07 21:00:00,0.187,0.351,2020-01-07 21:00:00,0.8338223,4.1915255,0.00236
2020-01-07 22:00:00,0.185,0.397,2020-01-07 22:00:00,0.7338236,4.1784973,0.00236
2020-01-07 23:00:00,0.162,0.382,2020-01-07 23:00:00,0.6533059,4.147665,0.00236
2020-01-08 00:00:00,0.128,0.327,2020-01-08 00:00:00,0.586506,4.1056404,0.00236
2020-01-08 01:00:00,0.092,0.242,2020-01-08 01:00:00,0.5315044,4.052226,0.00236
2020-01-08 02:00:00,0.062,0.232,2020-01-08 02:00:00,0.48610485,3.9870396,0.00236
2020-01-08 03:00:00,0.04,0.181,2020-01-08 03:00:00,0.44874924,3.9134598,0.00236
2020-01-08 04:00:00,0.027,0.152,2020-01-08 04:00:00,0.41818178,3.8353195,0.00236
2020-01-08 05:00:00,0.016,0.12,2020-01-08 05:00:00,0.39395428,3.7537966,0.00236
2020-01-08 06:00:00,-0.006,0.093,2020-01-08 06:00:00,0.3755595,3.6626844,0.00236
2020-01-08 07:00:00,-0.052,0.036,2020-01-08 07:00:00,0.364788,3.5510569,0.00236
2020-01-08 08:00:00,-0.124,-0.093,2020-01-08 08:00:00,0.36003745,3.4420137,0.00236
2020-01-08 09:00:00,-0.213,-0.165,2020-01-08 09:00:00,0.3650747,3.3189478,0.00236
2020-01-08 10:00:00,-0.302,-0.26,2020-01-08 10:00:00,0.36585295,3.246541,0.00236
2020-01-08 11:00:00,-0.379,-0.291,2020-01-08 11:00:00,0.3811571,3.1674013,0.00236
2020-01-08 12:00:00,-0.431,-0.352,2020-01-08 12:00:00,0.3940583,3.1374073,0.00236
2020-01-08 13:00:00,-0.446,-0.366,2020-01-08 13:00:00,0.41228938,3.1149263,0.00236
2020-01-08 14:00:00,-0.42,-0.372,2020-01-08 14:00:00,0.4462862,3.0894613,0.00236
2020-01-08 15:00:00,-0.358,-0.27,2020-01-08 15:00:00,0.52074546,3.0891914,0.00236
2020-01-08 16:00:00,-0.265,-0.117,2020-01-08 16:00:00,0.62896687,3.1798735,0.00236
2020-01-08 17:00:00,-0.149,0.042,2020-01-08 17:00:00,0.73536825,3.3452702,0.00236
2020-01-08 18:00:00,-0.025,0.199,2020-01-08 18:00:00,0.8041373,3.5325346,0.00236
2020-01-08 19:00:00,0.084,0.342,2020-01-08 19:00:00,0.8357792,3.7096195,0.00236
2020-01-08 20:00:00,0.163,0.448,2020-01-08 20:00:00,0.86571115,3.866994,0.00236
2020-01-08 21:00:00,0.21,0.514,2020-01-08 21:00:00,0.9071895,3.9984684,0.00236
2020-01-08 22:00:00,0.227,0.562,2020-01-08 22:00:00,0.90979236,4.1673174,0.00236
2020-01-08 23:00:00,0.216,0.558,2020-01-08 23:00:00,0.9185639,4.2670593,0.00236
2020-01-09 00:00:00,0.183,0.535,2020-01-09 00:00:00,0.9450127,4.313321,0.00236
2020-01-09 01:00:00,0.143,0.505,2020-01-09 01:00:00,0.99740225,4.35207,0.00236
2020-01-09 02:00:00,0.107,0.495,2020-01-09 02:00:00,1.0940675,4.408494,0.00236
2020-01-09 03:00:00,0.076,0.532,2020-01-09 03:00:00,1.2290192,4.516758,0.00236
2020-01-09 04:00:00,0.052,0.526,2020-01-09 04:00:00,1.3635778,4.671028,0.00236
2020-01-09 05:00:00,0.036,0.505,2020-01-09 05:00:00,1.463027,4.8242035,0.00236
2020-01-09 06:00:00,0.021,0.494,2020-01-09 06:00:00,1.517602,4.9618835,0.00236
2020-01-09 07:00:00,-0.011,0.505,2020-01-09 07:00:00,1.5381556,5.0773363,0.00236
2020-01-09 08:00:00,-0.073,0.431,2020-01-09 08:00:00,1.5371542,5.1706953,0.00236
2020-01-09 09:00:00,-0.161,0.331,2020-01-09 09:00:00,1.5278072,5.2464104,0.00236
2020-01-09 10:00:00,-0.262,0.221,2020-01-09 10:00:00,1.4945955,5.338237,0.00236
2020-01-09 11:00:00,-0.361,0.077,2020-01-09 11:00:00,1.4638453,5.402092,0.00236
2020-01-09 12:00:00,-0.444,0.003,2020-01-09 12:00:00,1.4558477,5.41061,0.00236
2020-01-09 13:00:00,-0.49,-0.052,2020-01-09 13:00:00,1.4880514,5.366501,0.00236
2020-01-09 14:00:00,-0.49,-0.075,2020-01-09 14:00:00,1.5443773,5.3216,0.00236
2020-01-09 15:00:00,-0.447,-0.009,2020-01-09 15:00:00,1.592349,5.313719,0.00236
2020-01-09 16:00:00,-0.366,0.087,2020-01-09 16:00:00,1.6237278,5.3591995,0.00236
2020-01-09 17:00:00,-0.254,0.142,2020-01-09 17:00:00,1.6372566,5.427642,0.00236
2020-01-09 18:00:00,-0.12,0.293,2020-01-09 18:00:00,1.6529694,5.5036564,0.00236
2020-01-09 19:00:00,0.015,0.425,2020-01-09 19:00:00,1.6689472,5.5703077,0.00236
2020-01-09 20:00:00,0.126,0.519,2020-01-09 20:00:00,1.6716785,5.6276836,0.00236
2020-01-09 21:00:00,0.202,0.626,2020-01-09 21:00:00,1.6653433,5.6700277,0.00236
2020-01-09 22:00:00,0.244,0.623,2020-01-09 22:00:00,1.6681948,5.6912804,0.00236
2020-01-09 23:00:00,0.25,0.628,2020-01-09 23:00:00,1.6409569,5.7210407,0.00236
2020-01-10 00:00:00,0.227,0.603,2020-01-10 00:00:00,1.5915985,5.7634296,0.00236
2020-01-10 01:00:00,0.189,0.578,2020-01-10 01:00:00,1.579215,5.7313786,0.00236
2020-01-10 02:00:00,0.15,0.528,2020-01-10 02:00:00,1.5801315,5.6705284,0.00236
2020-01-10 03:00:00,0.115,0.474,2020-01-10 03:00:00,1.5750179,5.612068,0.00236
2020-01-10 04:00:00,0.083,0.451,2020-01-10 04:00:00,1.5828867,5.543873,0.00236
2020-01-10 05:00:00,0.06,0.413,2020-01-10 05:00:00,1.6187057,5.467557,0.00236
2020-01-10 06:00:00,0.046,0.451,2020-01-10 06:00:00,1.6591911,5.4175262,0.00236
2020-01-10 07:00:00,0.027,0.427,2020-01-10 07:00:00,1.654746,5.4200516,0.00236
2020-01-10 08:00:00,-0.016,0.36,2020-01-10 08:00:00,1.612174,5.45473,0.00236
2020-01-10 09:00:00,-0.091,0.276,2020-01-10 09:00:00,1.5717087,5.4772625,0.00236
2020-01-10 10:00:00,-0.192,0.17,2020-01-10 10:00:00,1.5383368,5.4845695,0.00236
2020-01-10 11:00:00,-0.306,0.061,2020-01-10 11:00:00,1.5146761,5.476797,0.00236
2020-01-10 12:00:00,-0.415,-0.057,2020-01-10 12:00:00,1.490902,5.467354,0.00236
2020-01-10 13:00:00,-0.495,-0.126,2020-01-10 13:00:00,1.4507713,5.4757423,0.00236
2020-01-10 14:00:00,-0.53,-0.157,2020-01-10 14:00:00,1.4459801,5.4204426,0.00236
2020-01-10 15:00:00,-0.515,-0.108,2020-01-10 15:00:00,1.5310068,5.2966843,0.00236
2020-01-10 16:00:00,-0.457,-0.049,2020-01-10 16:00:00,1.6576633,5.228529,0.00236
2020-01-10 17:00:00,-0.361,0.097,2020-01-10 17:00:00,1.7250261,5.248719,0.00236
2020-01-10 18:00:00,-0.232,0.219,2020-01-10 18:00:00,1.7406349,5.3055573,0.00236
2020-01-10 19:00:00,-0.086,0.369,2020-01-10 19:00:00,1.7689695,5.361059,0.00236
2020-01-10 20:00:00,0.051,0.547,2020-01-10 20:00:00,1.8397722,5.4192677,0.00236
2020-01-10 21:00:00,0.16,0.655,2020-01-10 21:00:00,1.9368315,5.4859896,0.00236
2020-01-10 22:00:00,0.229,0.796,2020-01-10 22:00:00,1.9916391,5.5883074,0.00236
2020-01-10 23:00:00,0.258,0.791,2020-01-10 23:00:00,2.093153,5.681737,0.00236
2020-01-11 00:00:00,0.251,0.784,2020-01-11 00:00:00,2.2479792,5.774273,0.00236
2020-01-11 01:00:00,0.222,0.752,2020-01-11 01:00:00,2.3860245,5.8913927,0.00236
2020-01-11 02:00:00,0.185,0.757,2020-01-11 02:00:00,2.4943342,6.0264435,0.00236
2020-01-11 03:00:00,0.148,0.784,2020-01-11 03:00:00,2.5814438,6.1795063,0.00236
2020-01-11 04:00:00,0.113,0.753,2020-01-11 04:00:00,2.6519938,6.318302,0.00236
2020-01-11 05:00:00,0.084,0.758,2020-01-11 05:00:00,2.6325312,6.4454594,0.00236
2020-01-11 06:00:00,0.066,0.709,2020-01-11 06:00:00,2.5841627,6.5532255,0.00236
2020-01-11 07:00:00,0.053,0.649,2020-01-11 07:00:00,2.545351,6.612973,0.00236
2020-01-11 08:00:00,0.03,0.53,2020-01-11 08:00:00,2.4540367,6.6187725,0.00236
2020-01-11 09:00:00,-0.021,0.304,2020-01-11 09:00:00,2.2955399,6.679654,0.00236
2020-01-11 10:00:00,-0.106,0.264,2020-01-11 10:00:00,2.1677809,6.7384605,0.00236
2020-01-11 11:00:00,-0.219,0.212,2020-01-11 11:00:00,2.0092402,6.9784117,0.00236
2020-01-11 12:00:00,-0.343,0.03,2020-01-11 12:00:00,1.8927288,7.134017,0.00236
2020-01-11 13:00:00,-0.451,-0.074,2020-01-11 13:00:00,1.8137321,7.1759367,0.00236
2020-01-11 14:00:00,-0.522,-0.277,2020-01-11 14:00:00,1.7664909,7.0963297,0.00236
2020-01-11 15:00:00,-0.544,-0.415,2020-01-11 15:00:00,1.7527514,6.877096,0.00236
2020-01-11 16:00:00,-0.519,-0.418,2020-01-11 16:00:00,1.7843037,6.471299,0.00236
2020-01-11 17:00:00,-0.449,-0.304,2020-01-11 17:00:00,1.842102,6.1060896,0.00236
2020-01-11 18:00:00,-0.341,-0.326,2020-01-11 18:00:00,1.8077269,6.0591908,0.00236
2020-01-11 19:00:00,-0.202,-0.182,2020-01-11 19:00:00,1.7250271,6.1266165,0.00236
2020-01-11 20:00:00,-0.053,0.173,2020-01-11 20:00:00,1.6151733,6.2769775,0.00236
2020-01-11 21:00:00,0.081,0.284,2020-01-11 21:00:00,1.5128422,6.43501,0.00236
2020-01-11 22:00:00,0.181,0.458,2020-01-11 22:00:00,1.4165609,6.6168566,0.00236
2020-01-11 23:00:00,0.236,0.475,2020-01-11 23:00:00,1.3318872,6.7986383,0.00236
2020-01-12 00:00:00,0.249,0.5,2020-01-12 00:00:00,1.2607398,6.9594107,0.00236
2020-01-12 01:00:00,0.234,0.275,2020-01-12 01:00:00,1.2112124,7.0259953,0.00236
2020-01-12 02:00:00,0.204,0.328,2020-01-12 02:00:00,1.1704748,7.070529,0.00236
2020-01-12 03:00:00,0.169,0.339,2020-01-12 03:00:00,1.1333361,7.116456,0.00236
2020-01-12 04:00:00,0.132,0.394,2020-01-12 04:00:00,1.0938275,7.2161894,0.00236
2020-01-12 05:00:00,0.1,0.406,2020-01-12 05:00:00,1.0586598,7.3058167,0.00236
2020-01-12 06:00:00,0.076,0.314,2020-01-12 06:00:00,1.0310786,7.354931,0.00236
2020-01-12 07:00:00,0.063,0.282,2020-01-12 07:00:00,1.0103054,7.3588667,0.00236
